sample_key,SID,DOI,sample_id,paper_title,year,composition,material_system,n_or_p,n_or_p_basis,n_or_p_step6,n_or_p_basis_step6,n_or_p_confidence_step6,sintering_method,sintering_checked,record_checked,additive_auto_step9,additive_manual_step9,structure_auto_step9,structure_manual_step9,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,fitting_source_preference_step8,fitting_source_actual_step10,sigma_obs_source_step11,tau_eff_step12,log_tau_eff_step12,tau_eff_unit_step12,tau_eff_mode_step12,n_fit_rows_step12,n_fit_temperature_points_step12,temperature_min_fit_step12,temperature_max_fit_step12,temperature_span_fit_step12,sigma_fit_mae_step12,sigma_fit_rmse_step12,sigma_fit_mape_step12,sigma_fit_log_mae_step12,sigma_fit_log_rmse_step12,sigma_fit_r2_log_step12,sigma_fit_bias_log_step12,tau_eff_log_std_step12,tau_eff_geometric_std_factor_step12,tau_eff_train_step12,n_train_rows_step12,n_holdout_rows_step12,sigma_holdout_mae_step12,sigma_holdout_rmse_step12,sigma_holdout_mape_step12,sigma_holdout_log_rmse_step12,sigma_holdout_r2_log_step12,holdout_eval_status_step12,fit_status_step12,fit_note_step12,prefactor_source_step12,seebeck_obs_V_per_K_step11,kappa_obs_W_per_mK_step11,zt_obs_dimensionless_step11,power_factor_obs_W_per_mK2_step11,zt_calc_from_obs_step11,can_eval_power_factor_step11,can_calc_zt_from_obs_step11,can_compare_zt_obs_step11,row_quality_step11,n_prefactor_available_rows_step12,n_prefactor_unavailable_rows_step12,log_tau_eff_train_step12,tau_fit_problem_reason_step12,doi_url
10.1142_s1793604714500088__sample_27608,973,10.1142/s1793604714500088,27608,,,Si80Ge18Ga2,unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,False,Electrical conductivity,Electrical conductivity,from_sigma,0.3219560574919751,-1.1333402101664802,relative_scale,empirical_group_baseline,10,10,325.21,1136.121,810.9110000000001,4572.968390693538,5207.848399284203,0.5819025810084174,0.5794503925343915,0.6803002312229199,-276.4902260599409,-8.881784197001253e-17,0.7170994078012073,2.04848277177041,0.24338052139353183,8,2,5917.907983356506,5971.742335000138,0.7425052188354117,1.429201440200406,-1486.7071842812004,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,0.0003204545,2.391867,0.1579755,0.0008305896405855261,0.3988997934432246,False,False,False,fit_only,10,0,-1.4131291287734857,large holdout log RMSE,https://doi.org/10.1142/s1793604714500088
10.1142_s1793604714500088__sample_27609,973,10.1142/s1793604714500088,27609,,,Si80Ge17Ga3,unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,False,Electrical conductivity,Electrical conductivity,from_sigma,0.29785431510060556,-1.2111507875166454,relative_scale,empirical_group_baseline,10,10,319.016,1119.504,800.4879999999998,3800.542581303644,4440.767943142052,0.4840626107549039,0.5110525461311368,0.6467326496962637,-720.4783334522479,0.0,0.6817160700786653,1.9772679528417603,0.2218294602673824,8,2,5950.007049199799,5981.009504489314,0.7621961960375914,1.4987996614144183,-6307.668666957877,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,0.0003423077,,0.2898773,0.0009305038154298623,,False,False,False,fit_only,10,0,-1.5058463893181395,large holdout log RMSE,https://doi.org/10.1142/s1793604714500088
10.1142_s1793604714500325__sample_27639,976,10.1142/s1793604714500325,27639,,,ZrNiSn,unknown,n,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=11, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical conductivity,Electrical conductivity,from_sigma,0.3181819870581346,-1.145131773549006,relative_scale,empirical_group_baseline,11,11,332.895,817.105,484.21000000000004,11403.166592712723,13245.444642791894,0.8559662224046335,0.6425743744283625,0.767911762264381,-0.41742481252665753,1.6148698540002277e-16,0.8053926508768167,2.237574912105009,0.2375352932401114,8,3,22652.133073086865,22911.762782306214,0.6549531860157422,1.07919077240801,-156.77228175211707,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,-0.0003941722,8.9587,0.02667525,0.000745784271613632,,True,False,False,fit_and_pf_eval,11,0,-1.437439063431532,large holdout log RMSE,https://doi.org/10.1142/s1793604714500325
10.1142_s1793604714500362__sample_27645,977,10.1142/s1793604714500362,27645,,,Mg2(Si0.4Sn0.6),unknown,n,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical resistivity,Electrical resistivity,from_rho,0.1904487937038307,-1.658371920003387,relative_scale,empirical_group_baseline,21,21,374.386,774.667,400.281,6763.316295500052,8142.740572590083,0.8828260767489164,0.7231480120773267,0.8163515424384524,-0.10571232237354522,-2.9605947323337506e-16,0.8365114063082,2.3083001926054476,0.14054133033710617,16,5,15913.426357424882,16011.732689502396,0.7191253626130877,1.28136400378869,-302.156821102993,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,21,0,-1.962253667366301,large holdout log RMSE,https://doi.org/10.1142/s1793604714500362
10.1142_s1793604715500289__sample_16520,981,10.1142/s1793604715500289,16520,,,ZnSb,unknown,p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical conductivity,Electrical conductivity,from_sigma,0.07350683382761418,-2.610376899839011,relative_scale,empirical_group_baseline,9,9,302.824,701.037,398.213,4975.006524862873,6872.149069085817,1.8880244304531706,1.2093753401183323,1.375948220594075,-0.3478766688716426,-1.9737298215558337e-16,1.4594134760154507,4.303434720307948,0.04378072357332277,7,2,14047.039531483368,14343.264807102121,0.9020652904457842,2.335431209941726,-141.75860845723415,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,1.402322,0.01091182,,,False,False,False,fit_only,9,0,-3.1285616595383243,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1142/s1793604715500289
10.1142_s1793604715500289__sample_16521,981,10.1142/s1793604715500289,16521,,,Zn0.99Sb,unknown,p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical conductivity,Electrical conductivity,from_sigma,0.07907532491612167,-2.5373544008374793,relative_scale,empirical_group_baseline,9,9,302.824,701.133,398.309,5702.03998876925,7702.268192618424,2.186713522304115,1.2964379373737505,1.4584915900304272,-0.3263061644891785,-4.934324553889585e-16,1.5469639404210973,4.697187570813338,0.04668554827870673,7,2,15597.926706452428,15876.16017789249,0.906033753182549,2.374105396564407,-172.5096737872278,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,0.0003620764,1.835816,0.01316913,0.00045287080005622897,,False,False,False,fit_only,9,0,-3.0643206208995797,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1142/s1793604715500289
10.1142_s1793604715500289__sample_16522,981,10.1142/s1793604715500289,16522,,,Zn0.98Sb,unknown,p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical conductivity,Electrical conductivity,from_sigma,0.09072812229403618,-2.3998879115505627,relative_scale,empirical_group_baseline,9,9,300.037,702.611,402.574,6094.840202922711,8179.789384465496,2.045392575666252,1.234147141473275,1.394855904571787,-0.35023805780533546,-4.934324553889585e-16,1.4794681033512096,4.390609709135613,0.05464157615954828,7,2,16548.946090570797,16862.728868361406,0.8971808386858768,2.2849165861340586,-152.10997647068797,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,0.0003094751,1.123078,0.01092925,0.00011767796821181117,0.5920286771016343,False,False,False,fit_only,9,0,-2.9069602178774434,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1142/s1793604715500289
10.1142_s1793604715500289__sample_16523,981,10.1142/s1793604715500289,16523,,,Zn0.97Sb,unknown,p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical conductivity,Electrical conductivity,from_sigma,0.0950689985530749,-2.3531523504515226,relative_scale,empirical_group_baseline,9,9,297.249,701.239,403.99,6341.811352195761,8440.698407834621,2.0976786389041115,1.2367950946629978,1.4016413878763692,-0.3504134946469333,9.868649107779169e-17,1.4866651952386571,4.422323316635795,0.05745397208793874,7,2,17047.21935043922,17315.12074767682,0.8957612241155879,2.268587809919958,-181.24633293508262,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,1.738104,0.02861301,,,False,False,False,fit_only,9,0,-2.8567711371655244,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1142/s1793604715500289
10.1142_s1793604715500289__sample_16524,981,10.1142/s1793604715500289,16524,,,Zn0.96Sb,unknown,p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=9, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical conductivity,Electrical conductivity,from_sigma,0.09226734402132704,-2.383065002662071,relative_scale,empirical_group_baseline,9,9,298.647,702.537,403.89000000000004,5959.869941542561,7804.834409283854,1.9668190262274554,1.2187463969573418,1.3646786049686617,-0.36017852838756537,3.9474596431116675e-16,1.4474602435703074,4.252300980353291,0.05644439071823149,7,2,15729.07457556594,15954.656036226326,0.8899726440415328,2.2134591232608014,-190.32576287684546,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,0.0002817857,1.158123,0.01731772,8.248807369881718e-05,,False,False,False,fit_only,9,0,-2.874499360582683,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1142/s1793604715500289
10.1143_apex.2.091102__sample_10408,242,10.1143/apex.2.091102,10408,,,FeSb2,unknown,p,"estimated from Seebeck sign: positive=35, negative=0, zero=1, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=35, negative=0, zero=1, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical resistivity,Electrical resistivity,from_rho,0.03598758217110567,-3.324581339722916,relative_scale,empirical_group_baseline,37,37,2.046,263.73,261.684,21005.639525326253,41764.60337312718,22.084113379556335,2.943768075260036,3.3075736526017434,-0.10601498343658577,-5.761157316973786e-16,3.3531975133745844,28.59401737851238,0.010901421656524097,29,8,83296.95461013785,89264.41446699637,0.9956741468907524,5.5370540568456414,-195.35398088272285,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,37,0,-4.518862071047882,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1143/apex.2.091102
10.1143_apex.2.091102__sample_10409,242,10.1143/apex.2.091102,10409,,,FeAs2,unknown,p,"estimated from Seebeck sign: positive=47, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=47, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,True,Electrical resistivity,Electrical resistivity,from_rho,0.003049778294753672,-5.792686381249578,relative_scale,empirical_group_baseline,40,40,2.924,335.559,332.63500000000005,3026.1583961158312,5466.086193397847,378.9381654020005,4.142191560890312,4.611822918152834,-0.08697011830233503,9.769962616701378e-16,4.670574623232049,106.75907105279722,0.001085723721784145,32,8,8256.754516000445,10662.852216768855,0.9930278630039939,5.209058355322177,-40.12889818528321,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,40,0,-6.825508489665957,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1143/apex.2.091102
10.1143_apex.2.091102__sample_10410,242,10.1143/apex.2.091102,10410,,,RuSb2,unknown,p,"estimated from Seebeck sign: positive=46, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=46, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical resistivity,Electrical resistivity,from_rho,4.690665804359357,1.5455745349324284,relative_scale,empirical_group_baseline,34,34,1.94,318.29,316.35,822971.8109193194,1128525.3639261085,50.061754382646214,2.757498031349537,3.172624252647899,-0.13462004857108445,-5.224578939412501e-17,3.220335565277216,25.036520158716204,2.8366452128477273,27,7,878500.3096860461,895067.7879336869,0.9116021054075114,2.4499337422335277,-209.22220865639815,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,34,0,1.042622090850169,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1143/apex.2.091102
10.1143_apex.4.065201__sample_10388,244,10.1143/apex.4.065201,10388,,,Na0.7CoO2,unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical conductivity,Electrical conductivity,from_sigma,0.024643929347090063,-3.703224682775569,relative_scale,empirical_group_baseline,8,8,319.691,1122.78,803.0889999999999,762.3572415878195,928.7811625296167,16.10237514072923,1.4433401031946267,2.0367827470123174,-0.7260469432752799,0.0,2.1774123458892443,8.823444669664626,0.01303272407495317,6,2,1474.7692366599613,1525.00368829265,0.9155634544322722,2.5788840694185287,-119.62018585086118,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,8,0,-4.340291847918839,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1143/apex.4.065201
10.1143_apex.4.065201__sample_10389,244,10.1143/apex.4.065201,10389,,,Na0.7CoO2,unknown,p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical conductivity,Electrical conductivity,from_sigma,0.31806482065264835,-1.14550007844387,relative_scale,empirical_group_baseline,11,11,327.413,1196.139,868.7259999999999,6415.804447298578,10183.513773778506,0.6179427178322988,0.44686529861474045,0.618910169553834,-6.69123846295623,-1.6148698540002277e-16,0.6491184620505499,1.913852951152899,0.43102805702266744,8,3,23862.260032461883,27993.05773580771,2.5275953357590013,1.261778972548664,-1469.2054197701734,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,0.01131222,,,False,False,False,fit_only,11,0,-0.8415820934967511,large holdout log RMSE,https://doi.org/10.1143/apex.4.065201
10.1143_apex.4.065201__sample_10390,244,10.1143/apex.4.065201,10390,,,Na0.7CoO2,unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical conductivity,Electrical conductivity,from_sigma,0.6243527010382439,-0.4710398442699436,relative_scale,empirical_group_baseline,10,10,338.996,1192.278,853.282,10403.55379636093,15787.806406548758,0.5326374627338396,0.47868400363160435,0.6332228134007694,-67.92372720626415,-3.552713678800501e-16,0.6674754522420744,1.9493099774632228,0.6288913269468988,8,2,29322.249061365357,33058.27018366006,1.5760967786287428,1.2063715964870956,-412.82898332786027,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,0.0001171176,3.0131,0.02488688,0.00026444568847850113,0.050422668881750704,False,False,False,fit_only,10,0,-0.46379680835795534,large holdout log RMSE,https://doi.org/10.1143/apex.4.065201
10.1143_apex.4.065201__sample_10391,244,10.1143/apex.4.065201,10391,,,Na0.7CoO2,unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical conductivity,Electrical conductivity,from_sigma,0.3082346773543961,-1.1768938466747456,relative_scale,empirical_group_baseline,10,10,342.857,1196.139,853.2819999999999,5416.404564670639,7878.74598354355,0.5708218225652094,0.5044873984643449,0.6449616359179227,-33.83320201617301,0.0,0.6798492576429666,1.9735802076739353,0.3074212807021619,8,2,13764.013788495957,15394.113202681132,1.3753915548158029,1.1343821791725497,-89628.31562596236,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,0.000170873,,0.03733032,0.00029236882074545623,,False,False,False,fit_only,10,0,-1.17953622222512,large holdout log RMSE,https://doi.org/10.1143/apex.4.065201
10.1143_apex.4.065201__sample_10392,244,10.1143/apex.4.065201,10392,,,Na0.7CoO2,unknown,p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=10, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical conductivity,Electrical conductivity,from_sigma,0.4259925286451589,-0.8533334712582118,relative_scale,empirical_group_baseline,10,10,342.857,1134.363,791.5060000000001,5622.98619830813,6741.873887485191,0.5303967189502671,0.5373351236020865,0.6872528459167576,-49.76512592774675,-1.7763568394002506e-16,0.724428107176568,2.063550632650666,0.31384689685697376,8,2,8895.68383717445,8916.979278230001,0.7766188319372767,1.5464391896602194,-1417807.1197413236,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,0.0001010567,1.965066,,0.00012943093901949133,0.04366282208561493,False,False,False,fit_only,10,0,-1.1588500016118328,large holdout log RMSE,https://doi.org/10.1143/apex.4.065201
10.1143_apex.5.051201__sample_12800,246,10.1143/apex.5.051201,12800,,,Cu10Fe2Sb4S13,unknown,p,"estimated from Seebeck sign: positive=35, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=35, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical resistivity,Electrical resistivity,from_rho,0.0004336702518854457,-7.743226100931656,relative_scale,empirical_group_baseline,45,45,46.343,337.082,290.739,62.11344543041711,89.42757947901016,96.82012187381778,2.3346492419256295,2.913510341779775,0.05488107725707769,-1.815831435831367e-15,2.946432407569737,19.03791291544916,0.00023582454374606695,36,9,176.91447025885557,178.6054685886097,0.9519297253608671,3.0494907677035954,-439.5338425408998,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,45,0,-8.352422488144246,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1143/apex.5.051201
10.1143_apex.5.051201__sample_12801,246,10.1143/apex.5.051201,12801,,,Cu10Co2Sb4S13,unknown,p,"estimated from Seebeck sign: positive=48, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=48, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical resistivity,Electrical resistivity,from_rho,0.0009587561369580731,-6.9498738043040005,relative_scale,empirical_group_baseline,46,46,40.297,338.901,298.60400000000004,183.39827473980122,264.06337696595364,165.85977678822726,2.6419944230191392,3.20796168317498,0.05250969054503185,7.240584943207542e-16,3.2434098497074455,25.620936511095678,0.00045720745973751135,36,10,489.9074371501132,495.40225253582537,0.96586979696195,3.4146896231128094,-609.6860925745872,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,46,0,-7.690373310040436,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1143/apex.5.051201
10.1143_apex.5.051201__sample_12802,246,10.1143/apex.5.051201,12802,,,Cu10Zn2Sb4S13,unknown,p,"estimated from Seebeck sign: positive=41, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=41, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical resistivity,Electrical resistivity,from_rho,0.0013333618838056874,-6.6200517939053425,relative_scale,empirical_group_baseline,46,46,19.367,334.817,315.45,319.39427483558813,450.04555766238275,672.3630442147253,2.9921297522708583,3.6539639129083725,0.04395286806621301,1.2936511765197476e-15,3.6943404304857888,40.219036587341165,0.0005967184783564057,36,10,835.9564562818535,843.3917868314777,0.9750153852910136,3.700783549975336,-716.3052417075094,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,46,0,-7.424065116333344,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1143/apex.5.051201
10.1143_apex.5.051201__sample_12803,246,10.1143/apex.5.051201,12803,,,Cu10Mn2Sb4S13,unknown,p,"estimated from Seebeck sign: positive=52, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=52, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical resistivity,Electrical resistivity,from_rho,0.003652949864988845,-5.612220255602387,relative_scale,empirical_group_baseline,49,49,7.243,335.694,328.451,1041.5487069905796,1415.6589205622847,1966.5489321951195,3.3134215543328276,4.063102418908404,0.01237561115841812,-1.2688263138573218e-15,4.105208231778126,60.655373608973896,0.0017082424263072608,39,10,2525.4435197420385,2533.219684850931,0.9755996940574448,3.727301606012357,-2118.5914345100373,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,49,0,-6.3722902579106036,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1143/apex.5.051201
10.1143_apex.5.051201__sample_12804,246,10.1143/apex.5.051201,12804,,,Cu10Ni2Sb4S13,unknown,p,"estimated from Seebeck sign: positive=38, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=38, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical resistivity,Electrical resistivity,from_rho,0.010554955335292153,-4.551159829306898,relative_scale,empirical_group_baseline,47,47,27.168,338.518,311.34999999999997,2596.854430366264,3424.125668105546,1179.0925555116155,3.2076278411583217,3.92739099887351,0.041225007167507655,9.259732460703434e-16,3.9698505139076095,52.97661098117289,0.005070243857020399,37,10,5674.418784926432,5688.358477428006,0.967643633565712,3.450499883575921,-2784.263497677584,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,47,0,-5.2843663645040815,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1143/apex.5.051201
10.1143_apex.5.051201__sample_12805,246,10.1143/apex.5.051201,12805,,,Cu10Cu2Sb4S13,unknown,p,"estimated from Seebeck sign: positive=39, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=39, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,True,True,Electrical resistivity,Electrical resistivity,from_rho,0.41932317600555263,-0.869113353245507,relative_scale,empirical_group_baseline,56,56,7.53,336.253,328.723,18271.39014877722,24084.828079103154,7.239806394814486,1.295748676316028,1.6688606560474721,0.06453029604244342,-9.516197353929913e-17,1.683963775258078,5.386866035377756,0.3182976124886412,44,12,37030.35770700043,42552.2394478143,0.6886411817925149,1.3731901358122205,-7.6099028158110915,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,56,0,-1.1447684455433296,large fit MAPE; large fit log RMSE; large holdout log RMSE,https://doi.org/10.1143/apex.5.051201
10.1143_jjap.46.1071__sample_26747,1419,10.1143/jjap.46.1071,26747,,,CuCrO2,unknown,p,"estimated from Seebeck sign: positive=16, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=16, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical resistivity,Electrical resistivity,from_rho,0.0017852316718901652,-6.328207083998529,relative_scale,empirical_group_baseline,11,11,594.32,1101.663,507.34299999999996,26.217624073160643,27.855254769536707,0.798768600234644,0.6742198827377189,0.7372919886124181,-1.7080703523744996,-4.0371746350005693e-17,0.7732783613416709,2.1668583668811086,0.0013227650210312107,8,3,39.877095992651164,39.94030996729081,0.6664614162075849,1.100574381651101,-1006.3313164603256,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,11,0,-6.62803102033356,large holdout log RMSE,https://doi.org/10.1143/jjap.46.1071
10.1143_jjap.46.1071__sample_26749,1419,10.1143/jjap.46.1071,26749,,,CuCr0.99Mg0.01O2,unknown,p,"estimated from Seebeck sign: positive=16, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=16, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",high,unknown,no,no,unknown,,unknown,,False,unknown,False,False,Electrical resistivity,Electrical resistivity,from_rho,0.005976506922619778,-5.119919008340245,relative_scale,empirical_group_baseline,17,17,317.103,1101.417,784.3139999999999,102.76164694353436,123.09039543406193,1.1615060660690155,0.7482467111737057,0.951279163780326,-0.7321664400359142,0.0,0.9805561179288818,2.665938405907057,0.004275714281518285,13,4,202.50517992883994,202.5893995015532,0.7588726283882554,1.4238502621193585,-5649.0985217629,ok,ok,fit completed in log space,material_system+n_or_p+fitting_source+temperature_bin,,,,,,False,False,False,fit_only,17,0,-5.4548041071541995,large fit MAPE; large holdout log RMSE,https://doi.org/10.1143/jjap.46.1071
