sample_key,DOI,paper_title,year,sample_id,composition,material_system,n_or_p,n_or_p_confidence_step6,np_basis_auto_step9,additive_auto_step9,structure_auto_step9,nanocarbon_type_auto_step9,zt_max_observed_step9,thermal_conductivity_min_observed_step9,review_priority_score_step9,review_priority_tier_step9,review_priority_reason_step9,paper_checked_step9,additive_manual_step9,structure_manual_step9,np_type_paper_manual_step9,np_basis_paper_manual_step9,manual_review_note_step9,SID,n_or_p_basis,n_or_p_step6,n_or_p_basis_step6,np_basis_source_step9,np_checked_in_paper_step9,np_check_note_step9,sintering_method,sintering_checked,record_checked,sintering_status_step9,sintering_note_step9,sintering_keyword_detected_step9,additive_evidence_auto_step9,additive_keyword_detected_step9,structure_evidence_auto_step9,structure_keyword_detected_step9,nanocarbon_keyword_detected_step9,nanocarbon_evidence_auto_step9,rare_metal_flag_auto_step9,rare_metal_elements_auto_step9,toxicity_flag_auto_step9,toxicity_elements_auto_step9,rare_metal_note_manual_step9,toxicity_note_manual_step9,sigma_or_rho_point_count_step9,seebeck_point_count_step9,candidate_priority_tier_step8,fitting_source_preference_step8,valid_sigma_or_rho_point_count_step8,sigma_or_rho_temperature_span_step8,paper_check_date_step9,paper_check_scope_step9,needs_sintering_check_later_step9,text_for_literature_hint_step9,has_electrical_conductivity,has_electrical_resistivity,has_sigma_or_rho,has_seebeck,has_thermal_conductivity,has_zt,has_kappa_or_zt,electrical_conductivity_curve_count,electrical_resistivity_curve_count,seebeck_curve_count_step5,thermal_conductivity_curve_count,zt_curve_count,electrical_conductivity_point_count,electrical_resistivity_point_count,sigma_or_rho_point_count,seebeck_point_count_step5,thermal_conductivity_point_count,zt_point_count,kappa_or_zt_point_count,is_learning_candidate_step5,learning_candidate_reason_step5,n_or_p_prior,n_or_p_basis_prior,seebeck_positive_count,seebeck_negative_count,seebeck_zero_count,seebeck_valid_count,seebeck_curve_count,seebeck_point_count,seebeck_abs_like_curve_count,seebeck_parse_failed_curve_count,seebeck_sign_mixed_flag,sintering_method_prior_step7,sintering_checked_prior_step7,record_checked_prior_step7,sintering_status_step7,sintering_note_step7,sigma_curve_count_step8,rho_curve_count_step8,sigma_or_rho_curve_count_step8,sigma_point_count_step8,rho_point_count_step8,sigma_or_rho_point_count_step8,valid_sigma_point_count_step8,valid_rho_point_count_step8,nonpositive_sigma_point_count_step8,nonpositive_rho_point_count_step8,nonpositive_sigma_or_rho_point_count_step8,sigma_temperature_min_step8,sigma_temperature_max_step8,rho_temperature_min_step8,rho_temperature_max_step8,sigma_or_rho_temperature_min_step8,sigma_or_rho_temperature_max_step8,sigma_rho_parse_failed_curve_count_step8,sigma_rho_xy_mismatch_curve_count_step8,has_valid_sigma_step8,has_valid_rho_step8,has_valid_sigma_or_rho_step8,has_seebeck_step8,has_thermal_conductivity_step8,has_zt_step8,has_kappa_or_zt_step8,seebeck_curve_count_step8,thermal_conductivity_curve_count_step8,zt_curve_count_step8,seebeck_point_count_step8,thermal_conductivity_point_count_step8,zt_point_count_step8,kappa_or_zt_point_count_step8,is_tau_fitting_candidate_step8,is_full_learning_candidate_step8,is_initial_tau_fit_candidate_step8,fitting_source_reason_step8,learning_candidate_reason_step8,zt_point_count_step9,thermal_conductivity_point_count_step9,doi_url
10.1016_j.jallcom.2021.160128__sample_46150,10.1016/j.jallcom.2021.160128,,,46150,Cu1.8Sn0.1Mn0.1S,unknown,p,high,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,1.387308,0.6802045,110,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence,no,,,,,,37301,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,False,,False,,,,11,11,A,Electrical conductivity,11,499.591,,not checked,no,Cu1.8Sn0.1Mn0.1S | unknown | Cu1.8Sn0.1Mn0.1S | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Cu1.8Sn0.1Mn0.1S | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Cu1.8Sn0.1Mn0.1S | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Cu1.8Sn0.1Mn0.1S | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,11,0,11,11,11,11,22,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,11,0,0,11,1,11,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,11,0,11,11,0,0,0,0,299.6983,799.2893,0.0,0.0,299.6983,799.2893,0,0,True,False,True,True,True,True,True,1,1,1,11,11,11,22,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",11.0,11.0,https://doi.org/10.1016/j.jallcom.2021.160128
10.1021_acsaem.7b00128__sample_45663,10.1021/acsaem.7b00128,,,45663,Mg2Si0.4Sn0.6,unknown,n,high,"estimated from Seebeck sign: positive=0, negative=54, zero=0, positive_ratio=0.000, negative_ratio=1.000",unknown,unknown,unknown,1.385326,2.170737,110,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence,no,,,,,,38695,"estimated from Seebeck sign: positive=0, negative=54, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=54, zero=0, positive_ratio=0.000, negative_ratio=1.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,False,,False,,,,54,54,A,Electrical conductivity,54,431.5446,,not checked,no,Mg2Si0.4Sn0.6 | unknown | Mg2Si0.4Sn0.6 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Mg2Si0.4Sn0.6 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Mg2Si0.4Sn0.6 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Mg2Si0.4Sn0.6 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,3,0,3,3,3,54,0,54,54,32,54,86,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",n,,0,54,0,54,3,54,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",3,0,3,54,0,54,54,0,0,0,0,348.9382,780.4828,0.0,0.0,348.9382,780.4828,0,0,True,False,True,True,True,True,True,3,3,3,54,32,54,86,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",54.0,32.0,https://doi.org/10.1021/acsaem.7b00128
10.1021_acsaem.7b00128__sample_45664,10.1021/acsaem.7b00128,,,45664,Mg2Si0.4Sn0.6,unknown,n,high,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",unknown,unknown,unknown,1.377019,2.135896,110,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence,no,,,,,,38695,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,False,,False,,,,21,21,A,Electrical conductivity,21,384.36479999999995,,not checked,no,Mg2Si0.4Sn0.6 | unknown | Mg2Si0.4Sn0.6 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Mg2Si0.4Sn0.6 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Mg2Si0.4Sn0.6 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Mg2Si0.4Sn0.6 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,21,0,21,21,10,21,31,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",n,,0,21,0,21,1,21,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,21,0,21,21,0,0,0,0,341.2595,725.6243,0.0,0.0,341.2595,725.6243,0,0,True,False,True,True,True,True,True,1,1,1,21,10,21,31,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",21.0,10.0,https://doi.org/10.1021/acsaem.7b00128
10.1021_acsaem.7b00128__sample_45665,10.1021/acsaem.7b00128,,,45665,Mg2Si0.4Sn0.6,unknown,n,high,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",unknown,unknown,unknown,1.363983,2.28643,110,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence,no,,,,,,38695,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,False,,False,,,,21,21,A,Electrical conductivity,21,382.19329999999997,,not checked,no,Mg2Si0.4Sn0.6 | unknown | Mg2Si0.4Sn0.6 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Mg2Si0.4Sn0.6 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Mg2Si0.4Sn0.6 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Mg2Si0.4Sn0.6 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,21,0,21,21,10,21,31,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",n,,0,21,0,21,1,21,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,21,0,21,21,0,0,0,0,346.1455,728.3388,0.0,0.0,346.1455,728.3388,0,0,True,False,True,True,True,True,True,1,1,1,21,10,21,31,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",21.0,10.0,https://doi.org/10.1021/acsaem.7b00128
10.1021_acsaem.7b00128__sample_45725,10.1021/acsaem.7b00128,,,45725,Mg2Si0.4Sn0.6,unknown,n,high,"estimated from Seebeck sign: positive=0, negative=19, zero=0, positive_ratio=0.000, negative_ratio=1.000",unknown,unknown,unknown,1.33965,2.07339,110,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence,no,,,,,,38695,"estimated from Seebeck sign: positive=0, negative=19, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=19, zero=0, positive_ratio=0.000, negative_ratio=1.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,False,,False,,,,18,19,A,Electrical conductivity,18,395.66369999999995,,not checked,no,Mg2Si0.4Sn0.6 | unknown | Mg2Si0.4Sn0.6 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Mg2Si0.4Sn0.6 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Mg2Si0.4Sn0.6 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Mg2Si0.4Sn0.6 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,18,0,18,19,11,19,30,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",n,,0,19,0,19,1,19,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,18,0,18,18,0,0,0,0,357.9845,753.6482,0.0,0.0,357.9845,753.6482,0,0,True,False,True,True,True,True,True,1,1,1,19,11,19,30,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",19.0,11.0,https://doi.org/10.1021/acsaem.7b00128
10.1021_acsaem.7b00128__sample_45724,10.1021/acsaem.7b00128,,,45724,Mg2Si0.4Sn0.6,unknown,n,high,"estimated from Seebeck sign: positive=0, negative=18, zero=0, positive_ratio=0.000, negative_ratio=1.000",unknown,unknown,unknown,1.313979,2.222018,110,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence,no,,,,,,38695,"estimated from Seebeck sign: positive=0, negative=18, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=18, zero=0, positive_ratio=0.000, negative_ratio=1.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,False,,False,,,,18,18,A,Electrical conductivity,18,411.1739999999999,,not checked,no,Mg2Si0.4Sn0.6 | unknown | Mg2Si0.4Sn0.6 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Mg2Si0.4Sn0.6 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Mg2Si0.4Sn0.6 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Mg2Si0.4Sn0.6 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,18,0,18,18,11,18,29,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",n,,0,18,0,18,1,18,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,18,0,18,18,0,0,0,0,349.4707,760.6447,0.0,0.0,349.4707,760.6447,0,0,True,False,True,True,True,True,True,1,1,1,18,11,18,29,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",18.0,11.0,https://doi.org/10.1021/acsaem.7b00128
10.1021_acsaem.7b00128__sample_45684,10.1021/acsaem.7b00128,,,45684,Mg2Si0.4Sn0.6,unknown,n,high,"estimated from Seebeck sign: positive=0, negative=19, zero=0, positive_ratio=0.000, negative_ratio=1.000",unknown,unknown,unknown,1.290761,2.450588,110,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence,no,,,,,,38695,"estimated from Seebeck sign: positive=0, negative=19, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=19, zero=0, positive_ratio=0.000, negative_ratio=1.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,False,,False,,,,19,19,A,Electrical conductivity,19,427.58209999999997,,not checked,no,Mg2Si0.4Sn0.6 | unknown | Mg2Si0.4Sn0.6 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Mg2Si0.4Sn0.6 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Mg2Si0.4Sn0.6 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Mg2Si0.4Sn0.6 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,19,0,19,19,11,19,30,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",n,,0,19,0,19,1,19,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,19,0,19,19,0,0,0,0,350.9904,778.5725,0.0,0.0,350.9904,778.5725,0,0,True,False,True,True,True,True,True,1,1,1,19,11,19,30,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",19.0,11.0,https://doi.org/10.1021/acsaem.7b00128
10.1021_acsaem.7b00128__sample_45662,10.1021/acsaem.7b00128,,,45662,Mg2Si0.4Sn0.6,unknown,n,high,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",unknown,unknown,unknown,1.287716,2.291484,110,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence,no,,,,,,38695,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=21, zero=0, positive_ratio=0.000, negative_ratio=1.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,False,,False,,,,21,21,A,Electrical conductivity,21,382.19320000000005,,not checked,no,Mg2Si0.4Sn0.6 | unknown | Mg2Si0.4Sn0.6 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Mg2Si0.4Sn0.6 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Mg2Si0.4Sn0.6 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Mg2Si0.4Sn0.6 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,21,0,21,21,10,21,31,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",n,,0,21,0,21,1,21,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,21,0,21,21,0,0,0,0,342.8882,725.0814,0.0,0.0,342.8882,725.0814,0,0,True,False,True,True,True,True,True,1,1,1,21,10,21,31,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",21.0,10.0,https://doi.org/10.1021/acsaem.7b00128
10.1016_j.matlet.2021.130180__sample_45719,10.1016/j.matlet.2021.130180,,,45719,Na0.94CoO2,unknown,p,high,"estimated from Seebeck sign: positive=30, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,1.243262,1.113574,110,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence,no,,,,,,37373,"estimated from Seebeck sign: positive=30, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=30, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,False,,False,,,,34,30,A,Electrical conductivity,34,729.2554,,not checked,no,Na0.94CoO2 | unknown | Na0.94CoO2 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Na0.94CoO2 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Na0.94CoO2 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Na0.94CoO2 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,34,0,34,30,28,8,36,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,30,0,0,30,1,30,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,34,0,34,34,0,0,0,0,310.5316,1039.787,0.0,0.0,310.5316,1039.787,0,0,True,False,True,True,True,True,True,1,1,1,30,28,8,36,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",8.0,28.0,https://doi.org/10.1016/j.matlet.2021.130180
10.1016_j.jallcom.2021.160128__sample_46148,10.1016/j.jallcom.2021.160128,,,46148,Cu1.9Sn0.1S,unknown,p,high,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,1.226114,0.9894208,110,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence,no,,,,,,37301,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=11, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,False,,False,,,,11,11,A,Electrical conductivity,11,499.0025,,not checked,no,Cu1.9Sn0.1S | unknown | Cu1.9Sn0.1S | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Cu1.9Sn0.1S | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Cu1.9Sn0.1S | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Cu1.9Sn0.1S | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,11,0,11,11,11,11,22,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,11,0,0,11,1,11,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,11,0,11,11,0,0,0,0,300.2868,799.2893,0.0,0.0,300.2868,799.2893,0,0,True,False,True,True,True,True,True,1,1,1,11,11,11,22,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",11.0,11.0,https://doi.org/10.1016/j.jallcom.2021.160128
10.1021_acsaem.7b00128__sample_45723,10.1021/acsaem.7b00128,,,45723,Mg2Si0.4Sn0.6,unknown,n,high,"estimated from Seebeck sign: positive=0, negative=18, zero=0, positive_ratio=0.000, negative_ratio=1.000",unknown,unknown,unknown,1.217267,2.194495,110,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence,no,,,,,,38695,"estimated from Seebeck sign: positive=0, negative=18, zero=0, positive_ratio=0.000, negative_ratio=1.000",n,"estimated from Seebeck sign: positive=0, negative=18, zero=0, positive_ratio=0.000, negative_ratio=1.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,False,,False,,,,18,18,A,Electrical conductivity,18,414.3422,,not checked,no,Mg2Si0.4Sn0.6 | unknown | Mg2Si0.4Sn0.6 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Mg2Si0.4Sn0.6 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Mg2Si0.4Sn0.6 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Mg2Si0.4Sn0.6 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,18,0,18,18,11,18,29,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",n,,0,18,0,18,1,18,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,18,0,18,18,0,0,0,0,350.1235,764.4657,0.0,0.0,350.1235,764.4657,0,0,True,False,True,True,True,True,True,1,1,1,18,11,18,29,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",18.0,11.0,https://doi.org/10.1021/acsaem.7b00128
10.1039_c4ee02428a__sample_6759,10.1039/c4ee02428a,,,6759,(Cu8S4)0.8(Cu5Fe2S4)0.2,unknown,p,high,"estimated from Seebeck sign: positive=25, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",unknown,unknown,unknown,1.190178,0.3916632,110,A,+30 initial tau fit; +30 Step8 tier A; +40 ZT>=1; +10 high n/p confidence,no,,,,,,871,"estimated from Seebeck sign: positive=25, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",p,"estimated from Seebeck sign: positive=25, negative=0, zero=0, positive_ratio=1.000, negative_ratio=0.000",Seebeck sign from Starrydata2,no,,unknown,no,no,not_checked,"sintering intentionally not checked at step9; check only after error analysis for high-error, high-ZT, or final-paper samples",False,,False,,False,False,,False,,False,,,,25,25,A,Electrical conductivity,25,596.2343,,not checked,no,(Cu8S4)0.8(Cu5Fe2S4)0.2 | unknown | (Cu8S4)0.8(Cu5Fe2S4)0.2 | unknown | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | Electrical conductivity | (Cu8S4)0.8(Cu5Fe2S4)0.2 | unknown | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | Seebeck coefficient | (Cu8S4)0.8(Cu5Fe2S4)0.2 | unknown | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | Thermal conductivity | (Cu8S4)0.8(Cu5Fe2S4)0.2 | unknown | ZT | ZT | ZT | ZT | ZT,True,False,True,True,True,True,True,1,0,1,1,1,25,0,25,25,25,25,50,True,"ok: sigma/rho, Seebeck, and kappa/ZT available",p,,25,0,0,25,1,25,0,0,False,,,,not_checked,"not checked at step7; to be checked only for high-error, high-ZT, or final-paper samples",1,0,1,25,0,25,25,0,0,0,0,305.5648,901.7991,0.0,0.0,305.5648,901.7991,0,0,True,False,True,True,True,True,True,1,1,1,25,25,25,50,True,True,True,use Electrical conductivity: valid sigma points >= 5,"ok: valid sigma/rho >=5, Seebeck available, kappa/ZT available",25.0,25.0,https://doi.org/10.1039/c4ee02428a
