review_group_key_step9,DOI,SID_list,paper_title,year,sample_count,initial_tau_fit_sample_count,learning_candidate_sample_count,max_review_priority_score_step9,max_zt_observed_step9,nanocarbon_sample_count,additive_keyword_sample_count,structure_keyword_sample_count,p_sample_count,n_sample_count,mixed_sample_count,unknown_sample_count,top_sample_keys,review_priority_tier_step9,paper_review_reason_step9,paper_checked_step9,doi_url
DOI:10.1016/j.intermet.2014.10.015,10.1016/j.intermet.2014.10.015,1281,,,6,6,6,60,0.4187636,0,0,0,6,0,0,0,"10.1016_j.intermet.2014.10.015__sample_13147, 10.1016_j.intermet.2014.10.015__sample_13148, 10.1016_j.intermet.2014.10.015__sample_13149, 10.1016_j.intermet.2014.10.015__sample_13150, 10.1016_j.intermet.2014.10.015__sample_13151, 10.1016_j.intermet.2014.10.015__sample_13152",B,max score=60; samples=6,no,https://doi.org/10.1016/j.intermet.2014.10.015
DOI:10.1016/j.jallcom.2005.03.041,10.1016/j.jallcom.2005.03.041,1524,,,4,4,4,60,0.0001788378,0,0,0,3,1,0,0,"10.1016_j.jallcom.2005.03.041__sample_3529, 10.1016_j.jallcom.2005.03.041__sample_3530, 10.1016_j.jallcom.2005.03.041__sample_3531, 10.1016_j.jallcom.2005.03.041__sample_3532",B,max score=60; samples=4,no,https://doi.org/10.1016/j.jallcom.2005.03.041
DOI:10.1016/j.jallcom.2005.02.053,10.1016/j.jallcom.2005.02.053,9505,,,1,1,1,60,,0,0,0,1,0,0,0,10.1016_j.jallcom.2005.02.053__sample_16386,B,max score=60; samples=1,no,https://doi.org/10.1016/j.jallcom.2005.02.053
DOI:10.1016/j.jallcom.2004.11.017,10.1016/j.jallcom.2004.11.017,1518,,,4,4,4,60,,0,0,0,0,4,0,0,"10.1016_j.jallcom.2004.11.017__sample_10849, 10.1016_j.jallcom.2004.11.017__sample_10850, 10.1016_j.jallcom.2004.11.017__sample_10851, 10.1016_j.jallcom.2004.11.017__sample_10852",B,max score=60; samples=4,no,https://doi.org/10.1016/j.jallcom.2004.11.017
DOI:10.1016/j.jallcom.2004.07.074,10.1016/j.jallcom.2004.07.074,1511,,,5,5,5,60,0.2617564,0,0,0,0,5,0,0,"10.1016_j.jallcom.2004.07.074__sample_11233, 10.1016_j.jallcom.2004.07.074__sample_11234, 10.1016_j.jallcom.2004.07.074__sample_11235, 10.1016_j.jallcom.2004.07.074__sample_11236, 10.1016_j.jallcom.2004.07.074__sample_11237",B,max score=60; samples=5,no,https://doi.org/10.1016/j.jallcom.2004.07.074
DOI:10.1016/j.jallcom.2004.06.047,10.1016/j.jallcom.2004.06.047,1502,,,3,3,3,60,0.2200976,0,0,0,3,0,0,0,"10.1016_j.jallcom.2004.06.047__sample_1570, 10.1016_j.jallcom.2004.06.047__sample_1571, 10.1016_j.jallcom.2004.06.047__sample_1572",B,max score=60; samples=3,no,https://doi.org/10.1016/j.jallcom.2004.06.047
DOI:10.1016/j.jallcom.2003.12.032,10.1016/j.jallcom.2003.12.032,1488,,,6,6,6,60,,0,0,0,3,3,0,0,"10.1016_j.jallcom.2003.12.032__sample_3521, 10.1016_j.jallcom.2003.12.032__sample_3522, 10.1016_j.jallcom.2003.12.032__sample_3523, 10.1016_j.jallcom.2003.12.032__sample_3524, 10.1016_j.jallcom.2003.12.032__sample_3525, 10.1016_j.jallcom.2003.12.032__sample_3526",B,max score=60; samples=6,no,https://doi.org/10.1016/j.jallcom.2003.12.032
DOI:10.1016/j.intermet.2021.107257,10.1016/j.intermet.2021.107257,37460,,,2,2,2,60,,0,0,0,2,0,0,0,"10.1016_j.intermet.2021.107257__sample_45695, 10.1016_j.intermet.2021.107257__sample_45696",B,max score=60; samples=2,no,https://doi.org/10.1016/j.intermet.2021.107257
DOI:10.1016/j.intermet.2021.107118,10.1016/j.intermet.2021.107118,31214,,,4,4,4,60,,0,0,0,4,0,0,0,"10.1016_j.intermet.2021.107118__sample_40308, 10.1016_j.intermet.2021.107118__sample_40309, 10.1016_j.intermet.2021.107118__sample_40310, 10.1016_j.intermet.2021.107118__sample_40311",B,max score=60; samples=4,no,https://doi.org/10.1016/j.intermet.2021.107118
DOI:10.1016/j.intermet.2020.106831,10.1016/j.intermet.2020.106831,27818,,,3,3,3,60,,0,0,0,3,0,0,0,"10.1016_j.intermet.2020.106831__sample_31614, 10.1016_j.intermet.2020.106831__sample_31616, 10.1016_j.intermet.2020.106831__sample_31618",B,max score=60; samples=3,no,https://doi.org/10.1016/j.intermet.2020.106831
DOI:10.1016/j.intermet.2019.106499,10.1016/j.intermet.2019.106499,24576,,,6,6,6,60,0.3975426,0,0,0,6,0,0,0,"10.1016_j.intermet.2019.106499__sample_42308, 10.1016_j.intermet.2019.106499__sample_42309, 10.1016_j.intermet.2019.106499__sample_42310, 10.1016_j.intermet.2019.106499__sample_42311, 10.1016_j.intermet.2019.106499__sample_42312, 10.1016_j.intermet.2019.106499__sample_42313",B,max score=60; samples=6,no,https://doi.org/10.1016/j.intermet.2019.106499
DOI:10.1016/j.intermet.2019.04.011,10.1016/j.intermet.2019.04.011,49675,,,5,4,5,60,,0,0,0,4,0,1,0,"10.1016_j.intermet.2019.04.011__sample_83800, 10.1016_j.intermet.2019.04.011__sample_83802, 10.1016_j.intermet.2019.04.011__sample_83803, 10.1016_j.intermet.2019.04.011__sample_83807, 10.1016_j.intermet.2019.04.011__sample_83801",B,max score=60; samples=5,no,https://doi.org/10.1016/j.intermet.2019.04.011
DOI:10.1016/j.jallcom.2007.11.029,10.1016/j.jallcom.2007.11.029,1598,,,9,9,9,60,,0,0,0,0,9,0,0,"10.1016_j.jallcom.2007.11.029__sample_8394, 10.1016_j.jallcom.2007.11.029__sample_8395, 10.1016_j.jallcom.2007.11.029__sample_8397, 10.1016_j.jallcom.2007.11.029__sample_8398, 10.1016_j.jallcom.2007.11.029__sample_8399, 10.1016_j.jallcom.2007.11.029__sample_8400, 10.1016_j.jallcom.2007.11.029__sample_8402, 10.1016_j.jallcom.2007.11.029__sample_8403, 10.1016_j.jallcom.2007.11.029__sample_8404",B,max score=60; samples=9,no,https://doi.org/10.1016/j.jallcom.2007.11.029
DOI:10.1016/j.jallcom.2007.11.144,10.1016/j.jallcom.2007.11.144,1600,,,1,1,1,60,,0,0,0,1,0,0,0,10.1016_j.jallcom.2007.11.144__sample_3595,B,max score=60; samples=1,no,https://doi.org/10.1016/j.jallcom.2007.11.144
DOI:10.1016/j.jallcom.2007.11.146,10.1016/j.jallcom.2007.11.146,9550,,,3,3,3,60,,0,0,0,0,3,0,0,"10.1016_j.jallcom.2007.11.146__sample_11095, 10.1016_j.jallcom.2007.11.146__sample_11096, 10.1016_j.jallcom.2007.11.146__sample_11097",B,max score=60; samples=3,no,https://doi.org/10.1016/j.jallcom.2007.11.146
DOI:10.1016/j.jallcom.2007.12.055,10.1016/j.jallcom.2007.12.055,1605,,,7,7,7,60,0.1612378,0,0,0,6,1,0,0,"10.1016_j.jallcom.2007.12.055__sample_11269, 10.1016_j.jallcom.2007.12.055__sample_11272, 10.1016_j.jallcom.2007.12.055__sample_11273, 10.1016_j.jallcom.2007.12.055__sample_11274, 10.1016_j.jallcom.2007.12.055__sample_11275, 10.1016_j.jallcom.2007.12.055__sample_11270, 10.1016_j.jallcom.2007.12.055__sample_11271",B,max score=60; samples=7,no,https://doi.org/10.1016/j.jallcom.2007.12.055
DOI:10.1016/j.jallcom.2010.07.116,10.1016/j.jallcom.2010.07.116,1667,,,4,4,4,60,,0,0,0,0,4,0,0,"10.1016_j.jallcom.2010.07.116__sample_12970, 10.1016_j.jallcom.2010.07.116__sample_12971, 10.1016_j.jallcom.2010.07.116__sample_12972, 10.1016_j.jallcom.2010.07.116__sample_12973",B,max score=60; samples=4,no,https://doi.org/10.1016/j.jallcom.2010.07.116
DOI:10.1016/j.jallcom.2010.06.182,10.1016/j.jallcom.2010.06.182,1666,,,2,2,2,60,,0,0,0,2,0,0,0,"10.1016_j.jallcom.2010.06.182__sample_13173, 10.1016_j.jallcom.2010.06.182__sample_13177",B,max score=60; samples=2,no,https://doi.org/10.1016/j.jallcom.2010.06.182
DOI:10.1016/j.jallcom.2010.05.160,10.1016/j.jallcom.2010.05.160,9594,,,5,5,5,60,0.2530978,0,0,0,5,0,0,0,"10.1016_j.jallcom.2010.05.160__sample_5256, 10.1016_j.jallcom.2010.05.160__sample_5257, 10.1016_j.jallcom.2010.05.160__sample_5258, 10.1016_j.jallcom.2010.05.160__sample_5259, 10.1016_j.jallcom.2010.05.160__sample_5260",B,max score=60; samples=5,no,https://doi.org/10.1016/j.jallcom.2010.05.160
DOI:10.1016/j.jallcom.2010.05.124,10.1016/j.jallcom.2010.05.124,1663,,,5,5,5,60,0.3909371,0,0,0,5,0,0,0,"10.1016_j.jallcom.2010.05.124__sample_13966, 10.1016_j.jallcom.2010.05.124__sample_13967, 10.1016_j.jallcom.2010.05.124__sample_13969, 10.1016_j.jallcom.2010.05.124__sample_13970, 10.1016_j.jallcom.2010.05.124__sample_13968",B,max score=60; samples=5,no,https://doi.org/10.1016/j.jallcom.2010.05.124
DOI:10.1016/j.jallcom.2010.05.086,10.1016/j.jallcom.2010.05.086,1661,,,6,6,6,60,,0,0,0,0,6,0,0,"10.1016_j.jallcom.2010.05.086__sample_11335, 10.1016_j.jallcom.2010.05.086__sample_11336, 10.1016_j.jallcom.2010.05.086__sample_11337, 10.1016_j.jallcom.2010.05.086__sample_11338, 10.1016_j.jallcom.2010.05.086__sample_11339, 10.1016_j.jallcom.2010.05.086__sample_11340",B,max score=60; samples=6,no,https://doi.org/10.1016/j.jallcom.2010.05.086
DOI:10.1016/j.jallcom.2010.05.083,10.1016/j.jallcom.2010.05.083,1660,,,17,17,17,60,,0,0,0,0,17,0,0,"10.1016_j.jallcom.2010.05.083__sample_3630, 10.1016_j.jallcom.2010.05.083__sample_3641, 10.1016_j.jallcom.2010.05.083__sample_3649, 10.1016_j.jallcom.2010.05.083__sample_3648, 10.1016_j.jallcom.2010.05.083__sample_3647, 10.1016_j.jallcom.2010.05.083__sample_3646, 10.1016_j.jallcom.2010.05.083__sample_3645, 10.1016_j.jallcom.2010.05.083__sample_3642, 10.1016_j.jallcom.2010.05.083__sample_3640, 10.1016_j.jallcom.2010.05.083__sample_3631",B,max score=60; samples=17,no,https://doi.org/10.1016/j.jallcom.2010.05.083
DOI:10.1016/j.intermet.2015.01.009,10.1016/j.intermet.2015.01.009,1282,,,3,3,3,60,,0,0,0,3,0,0,0,"10.1016_j.intermet.2015.01.009__sample_13908, 10.1016_j.intermet.2015.01.009__sample_13909, 10.1016_j.intermet.2015.01.009__sample_13910",B,max score=60; samples=3,no,https://doi.org/10.1016/j.intermet.2015.01.009
DOI:10.1016/j.jallcom.2010.02.131,10.1016/j.jallcom.2010.02.131,1650,,,6,6,6,60,,0,0,0,0,6,0,0,"10.1016_j.jallcom.2010.02.131__sample_11286, 10.1016_j.jallcom.2010.02.131__sample_11287, 10.1016_j.jallcom.2010.02.131__sample_11288, 10.1016_j.jallcom.2010.02.131__sample_11289, 10.1016_j.jallcom.2010.02.131__sample_11290, 10.1016_j.jallcom.2010.02.131__sample_11291",B,max score=60; samples=6,no,https://doi.org/10.1016/j.jallcom.2010.02.131
DOI:10.1016/j.jallcom.2009.12.150,10.1016/j.jallcom.2009.12.150,1647,,,2,2,2,60,,0,0,0,1,1,0,0,"10.1016_j.jallcom.2009.12.150__sample_3461, 10.1016_j.jallcom.2009.12.150__sample_33980",B,max score=60; samples=2,no,https://doi.org/10.1016/j.jallcom.2009.12.150
DOI:10.1016/j.jallcom.2009.10.033,10.1016/j.jallcom.2009.10.033,9579,,,4,4,4,60,,0,0,0,4,0,0,0,"10.1016_j.jallcom.2009.10.033__sample_5252, 10.1016_j.jallcom.2009.10.033__sample_5253, 10.1016_j.jallcom.2009.10.033__sample_5254, 10.1016_j.jallcom.2009.10.033__sample_5255",B,max score=60; samples=4,no,https://doi.org/10.1016/j.jallcom.2009.10.033
DOI:10.1016/j.jallcom.2009.09.058,10.1016/j.jallcom.2009.09.058,1637,,,4,4,4,60,,0,0,0,4,0,0,0,"10.1016_j.jallcom.2009.09.058__sample_16706, 10.1016_j.jallcom.2009.09.058__sample_16707, 10.1016_j.jallcom.2009.09.058__sample_16708, 10.1016_j.jallcom.2009.09.058__sample_16709",B,max score=60; samples=4,no,https://doi.org/10.1016/j.jallcom.2009.09.058
DOI:10.1016/j.intermet.2015.05.006,10.1016/j.intermet.2015.05.006,8695,,,3,3,3,60,,0,0,0,0,3,0,0,"10.1016_j.intermet.2015.05.006__sample_13465, 10.1016_j.intermet.2015.05.006__sample_13466, 10.1016_j.intermet.2015.05.006__sample_13467",B,max score=60; samples=3,no,https://doi.org/10.1016/j.intermet.2015.05.006
DOI:10.1016/j.jallcom.2009.04.131,10.1016/j.jallcom.2009.04.131,1624,,,3,1,3,60,,0,0,0,1,0,2,0,"10.1016_j.jallcom.2009.04.131__sample_6324, 10.1016_j.jallcom.2009.04.131__sample_6322, 10.1016_j.jallcom.2009.04.131__sample_6320",B,max score=60; samples=3,no,https://doi.org/10.1016/j.jallcom.2009.04.131
DOI:10.1016/j.jallcom.2009.04.130,10.1016/j.jallcom.2009.04.130,1628,,,4,4,4,60,,0,0,0,4,0,0,0,"10.1016_j.jallcom.2009.04.130__sample_12941, 10.1016_j.jallcom.2009.04.130__sample_12942, 10.1016_j.jallcom.2009.04.130__sample_12943, 10.1016_j.jallcom.2009.04.130__sample_12944",B,max score=60; samples=4,no,https://doi.org/10.1016/j.jallcom.2009.04.130
DOI:10.1016/j.jallcom.2009.04.100,10.1016/j.jallcom.2009.04.100,1625,,,4,4,4,60,5.852786e-05,0,0,0,4,0,0,0,"10.1016_j.jallcom.2009.04.100__sample_25179, 10.1016_j.jallcom.2009.04.100__sample_25181, 10.1016_j.jallcom.2009.04.100__sample_25180, 10.1016_j.jallcom.2009.04.100__sample_25182",B,max score=60; samples=4,no,https://doi.org/10.1016/j.jallcom.2009.04.100
DOI:10.1016/j.intermet.2015.07.002,10.1016/j.intermet.2015.07.002,1284,,,2,2,2,60,,0,0,0,2,0,0,0,"10.1016_j.intermet.2015.07.002__sample_10113, 10.1016_j.intermet.2015.07.002__sample_10145",B,max score=60; samples=2,no,https://doi.org/10.1016/j.intermet.2015.07.002
DOI:10.1016/j.jallcom.2009.03.109,10.1016/j.jallcom.2009.03.109,9570,,,4,4,4,60,,0,0,0,4,0,0,0,"10.1016_j.jallcom.2009.03.109__sample_5250, 10.1016_j.jallcom.2009.03.109__sample_5251, 10.1016_j.jallcom.2009.03.109__sample_5248, 10.1016_j.jallcom.2009.03.109__sample_5249",B,max score=60; samples=4,no,https://doi.org/10.1016/j.jallcom.2009.03.109
DOI:10.1016/j.jallcom.2008.12.071,10.1016/j.jallcom.2008.12.071,1618,,,6,6,6,60,,0,0,0,4,2,0,0,"10.1016_j.jallcom.2008.12.071__sample_11749, 10.1016_j.jallcom.2008.12.071__sample_11750, 10.1016_j.jallcom.2008.12.071__sample_11753, 10.1016_j.jallcom.2008.12.071__sample_11755, 10.1016_j.jallcom.2008.12.071__sample_11765, 10.1016_j.jallcom.2008.12.071__sample_11767",B,max score=60; samples=6,no,https://doi.org/10.1016/j.jallcom.2008.12.071
DOI:10.1016/j.jallcom.2008.09.202,10.1016/j.jallcom.2008.09.202,1620,,,4,4,4,60,,0,0,0,4,0,0,0,"10.1016_j.jallcom.2008.09.202__sample_16629, 10.1016_j.jallcom.2008.09.202__sample_16630, 10.1016_j.jallcom.2008.09.202__sample_16631, 10.1016_j.jallcom.2008.09.202__sample_16632",B,max score=60; samples=4,no,https://doi.org/10.1016/j.jallcom.2008.09.202
DOI:10.1016/j.jallcom.2008.08.044,10.1016/j.jallcom.2008.08.044,9561,,,1,1,1,60,0.006708447,0,0,0,1,0,0,0,10.1016_j.jallcom.2008.08.044__sample_2209,B,max score=60; samples=1,no,https://doi.org/10.1016/j.jallcom.2008.08.044
DOI:10.1016/j.jallcom.2008.04.013,10.1016/j.jallcom.2008.04.013,1610,,,2,2,2,60,,0,0,0,2,0,0,0,"10.1016_j.jallcom.2008.04.013__sample_16401, 10.1016_j.jallcom.2008.04.013__sample_16402",B,max score=60; samples=2,no,https://doi.org/10.1016/j.jallcom.2008.04.013
DOI:10.1016/j.jallcom.2008.01.012,10.1016/j.jallcom.2008.01.012,1606,,,1,1,1,60,0.366034,0,0,0,0,1,0,0,10.1016_j.jallcom.2008.01.012__sample_15338,B,max score=60; samples=1,no,https://doi.org/10.1016/j.jallcom.2008.01.012
DOI:10.1016/j.jallcom.2007.12.065,10.1016/j.jallcom.2007.12.065,1603,,,4,4,4,60,0.3172009,0,0,0,4,0,0,0,"10.1016_j.jallcom.2007.12.065__sample_3598, 10.1016_j.jallcom.2007.12.065__sample_3599, 10.1016_j.jallcom.2007.12.065__sample_3600, 10.1016_j.jallcom.2007.12.065__sample_3601",B,max score=60; samples=4,no,https://doi.org/10.1016/j.jallcom.2007.12.065
DOI:10.1016/j.jallcom.2016.04.118,10.1016/j.jallcom.2016.04.118,9807,,,6,6,6,60,,0,0,0,6,0,0,0,"10.1016_j.jallcom.2016.04.118__sample_6448, 10.1016_j.jallcom.2016.04.118__sample_6449, 10.1016_j.jallcom.2016.04.118__sample_6450, 10.1016_j.jallcom.2016.04.118__sample_6451, 10.1016_j.jallcom.2016.04.118__sample_6452, 10.1016_j.jallcom.2016.04.118__sample_6453",B,max score=60; samples=6,no,https://doi.org/10.1016/j.jallcom.2016.04.118
DOI:10.1016/j.intermet.2009.06.005,10.1016/j.intermet.2009.06.005,1244,,,10,10,10,60,,0,0,0,8,2,0,0,"10.1016_j.intermet.2009.06.005__sample_3433, 10.1016_j.intermet.2009.06.005__sample_3435, 10.1016_j.intermet.2009.06.005__sample_3436, 10.1016_j.intermet.2009.06.005__sample_3437, 10.1016_j.intermet.2009.06.005__sample_3438, 10.1016_j.intermet.2009.06.005__sample_3439, 10.1016_j.intermet.2009.06.005__sample_3441, 10.1016_j.intermet.2009.06.005__sample_3442, 10.1016_j.intermet.2009.06.005__sample_3443, 10.1016_j.intermet.2009.06.005__sample_3434",B,max score=60; samples=10,no,https://doi.org/10.1016/j.intermet.2009.06.005
DOI:10.1016/j.jallcom.2016.04.306,10.1016/j.jallcom.2016.04.306,9814,,,5,5,5,60,,0,0,0,0,5,0,0,"10.1016_j.jallcom.2016.04.306__sample_7271, 10.1016_j.jallcom.2016.04.306__sample_7272, 10.1016_j.jallcom.2016.04.306__sample_7273, 10.1016_j.jallcom.2016.04.306__sample_7274, 10.1016_j.jallcom.2016.04.306__sample_7275",B,max score=60; samples=5,no,https://doi.org/10.1016/j.jallcom.2016.04.306
DOI:10.1016/j.jmst.2021.02.012,10.1016/j.jmst.2021.02.012,37281,,,5,5,5,60,,0,0,0,5,0,0,0,"10.1016_j.jmst.2021.02.012__sample_46055, 10.1016_j.jmst.2021.02.012__sample_46056, 10.1016_j.jmst.2021.02.012__sample_46057, 10.1016_j.jmst.2021.02.012__sample_46058, 10.1016_j.jmst.2021.02.012__sample_46059",B,max score=60; samples=5,no,https://doi.org/10.1016/j.jmst.2021.02.012
DOI:10.1016/j.jpcs.2010.06.006,10.1016/j.jpcs.2010.06.006,3168,,,2,2,2,60,0.08516803,0,0,0,0,2,0,0,"10.1016_j.jpcs.2010.06.006__sample_21903, 10.1016_j.jpcs.2010.06.006__sample_21904",B,max score=60; samples=2,no,https://doi.org/10.1016/j.jpcs.2010.06.006
DOI:10.1016/j.jpcs.2010.04.008,10.1016/j.jpcs.2010.04.008,3167,,,5,5,5,60,0.001790299,0,0,0,0,5,0,0,"10.1016_j.jpcs.2010.04.008__sample_12016, 10.1016_j.jpcs.2010.04.008__sample_12017, 10.1016_j.jpcs.2010.04.008__sample_12018, 10.1016_j.jpcs.2010.04.008__sample_12019, 10.1016_j.jpcs.2010.04.008__sample_12020",B,max score=60; samples=5,no,https://doi.org/10.1016/j.jpcs.2010.04.008
DOI:10.1016/j.jpcs.2007.02.047,10.1016/j.jpcs.2007.02.047,3159,,,5,5,5,60,0.00214999,0,0,0,0,5,0,0,"10.1016_j.jpcs.2007.02.047__sample_12011, 10.1016_j.jpcs.2007.02.047__sample_12012, 10.1016_j.jpcs.2007.02.047__sample_12013, 10.1016_j.jpcs.2007.02.047__sample_12014, 10.1016_j.jpcs.2007.02.047__sample_12015",B,max score=60; samples=5,no,https://doi.org/10.1016/j.jpcs.2007.02.047
DOI:10.1016/j.jpcs.2006.02.003,10.1016/j.jpcs.2006.02.003,3157,,,3,3,3,60,0.0008952291,0,0,0,0,3,0,0,"10.1016_j.jpcs.2006.02.003__sample_11997, 10.1016_j.jpcs.2006.02.003__sample_11998, 10.1016_j.jpcs.2006.02.003__sample_11999",B,max score=60; samples=3,no,https://doi.org/10.1016/j.jpcs.2006.02.003
DOI:10.1016/j.jpcs.2004.01.010,10.1016/j.jpcs.2004.01.010,3154,,,2,2,2,60,,0,0,0,0,2,0,0,"10.1016_j.jpcs.2004.01.010__sample_11989, 10.1016_j.jpcs.2004.01.010__sample_11994",B,max score=60; samples=2,no,https://doi.org/10.1016/j.jpcs.2004.01.010
DOI:10.1016/j.joule.2020.08.009,10.1016/j.joule.2020.08.009,29066,,,5,5,5,60,,0,0,0,1,4,0,0,"10.1016_j.joule.2020.08.009__sample_83350, 10.1016_j.joule.2020.08.009__sample_83351, 10.1016_j.joule.2020.08.009__sample_83352, 10.1016_j.joule.2020.08.009__sample_83353, 10.1016_j.joule.2020.08.009__sample_83354",B,max score=60; samples=5,no,https://doi.org/10.1016/j.joule.2020.08.009
DOI:10.1016/j.applthermaleng.2020.115206,10.1016/j.applthermaleng.2020.115206,27540,,,2,2,2,60,,0,0,0,1,1,0,0,"10.1016_j.applthermaleng.2020.115206__sample_28520, 10.1016_j.applthermaleng.2020.115206__sample_28521",B,max score=60; samples=2,no,https://doi.org/10.1016/j.applthermaleng.2020.115206
DOI:10.1016/j.apsusc.2014.02.173,10.1016/j.apsusc.2014.02.173,434,,,5,5,5,60,0.2534979,0,0,0,5,0,0,0,"10.1016_j.apsusc.2014.02.173__sample_3397, 10.1016_j.apsusc.2014.02.173__sample_3398, 10.1016_j.apsusc.2014.02.173__sample_3399, 10.1016_j.apsusc.2014.02.173__sample_3400, 10.1016_j.apsusc.2014.02.173__sample_3401",B,max score=60; samples=5,no,https://doi.org/10.1016/j.apsusc.2014.02.173
DOI:10.1016/j.joule.2018.04.025,10.1016/j.joule.2018.04.025,23591,,,8,8,8,60,,0,0,0,8,0,0,0,"10.1016_j.joule.2018.04.025__sample_25322, 10.1016_j.joule.2018.04.025__sample_25323, 10.1016_j.joule.2018.04.025__sample_25325, 10.1016_j.joule.2018.04.025__sample_25326, 10.1016_j.joule.2018.04.025__sample_36030, 10.1016_j.joule.2018.04.025__sample_36031, 10.1016_j.joule.2018.04.025__sample_36032, 10.1016_j.joule.2018.04.025__sample_36033",B,max score=60; samples=8,no,https://doi.org/10.1016/j.joule.2018.04.025
DOI:10.1016/j.joule.2018.02.016,10.1016/j.joule.2018.02.016,27938,,,8,8,8,60,,0,0,0,8,0,0,0,"10.1016_j.joule.2018.02.016__sample_31928, 10.1016_j.joule.2018.02.016__sample_31930, 10.1016_j.joule.2018.02.016__sample_31932, 10.1016_j.joule.2018.02.016__sample_31933, 10.1016_j.joule.2018.02.016__sample_31934, 10.1016_j.joule.2018.02.016__sample_31929, 10.1016_j.joule.2018.02.016__sample_31931, 10.1016_j.joule.2018.02.016__sample_31935",B,max score=60; samples=8,no,https://doi.org/10.1016/j.joule.2018.02.016
DOI:10.1016/j.joule.2017.07.018,10.1016/j.joule.2017.07.018,34012,,,1,1,1,60,0.001348,0,0,0,0,1,0,0,10.1016_j.joule.2017.07.018__sample_84023,B,max score=60; samples=1,no,https://doi.org/10.1016/j.joule.2017.07.018
DOI:10.1016/j.jmatprotec.2007.12.093,10.1016/j.jmatprotec.2007.12.093,11567,,,1,1,1,60,,0,0,0,1,0,0,0,10.1016_j.jmatprotec.2007.12.093__sample_16382,B,max score=60; samples=1,no,https://doi.org/10.1016/j.jmatprotec.2007.12.093
DOI:10.1016/j.jallcom.2016.04.308,10.1016/j.jallcom.2016.04.308,9815,,,4,4,4,60,,0,0,0,4,0,0,0,"10.1016_j.jallcom.2016.04.308__sample_9270, 10.1016_j.jallcom.2016.04.308__sample_9271, 10.1016_j.jallcom.2016.04.308__sample_9272, 10.1016_j.jallcom.2016.04.308__sample_9273",B,max score=60; samples=4,no,https://doi.org/10.1016/j.jallcom.2016.04.308
DOI:10.1016/j.jmat.2020.07.012,10.1016/j.jmat.2020.07.012,28851,,,2,2,2,60,,0,0,0,0,2,0,0,"10.1016_j.jmat.2020.07.012__sample_39535, 10.1016_j.jmat.2020.07.012__sample_39536",B,max score=60; samples=2,no,https://doi.org/10.1016/j.jmat.2020.07.012
DOI:10.1016/j.jmat.2020.06.004,10.1016/j.jmat.2020.06.004,28991,,,4,4,4,60,0.4841863,0,0,0,4,0,0,0,"10.1016_j.jmat.2020.06.004__sample_36359, 10.1016_j.jmat.2020.06.004__sample_36360, 10.1016_j.jmat.2020.06.004__sample_36361, 10.1016_j.jmat.2020.06.004__sample_36362",B,max score=60; samples=4,no,https://doi.org/10.1016/j.jmat.2020.06.004
DOI:10.1016/j.jmat.2020.04.001,10.1016/j.jmat.2020.04.001,27800,,,6,6,6,60,,0,0,0,6,0,0,0,"10.1016_j.jmat.2020.04.001__sample_39398, 10.1016_j.jmat.2020.04.001__sample_39399, 10.1016_j.jmat.2020.04.001__sample_39400, 10.1016_j.jmat.2020.04.001__sample_39401, 10.1016_j.jmat.2020.04.001__sample_39402, 10.1016_j.jmat.2020.04.001__sample_39403",B,max score=60; samples=6,no,https://doi.org/10.1016/j.jmat.2020.04.001
DOI:10.1016/j.jmat.2019.12.007,10.1016/j.jmat.2019.12.007,27643,,,5,5,5,60,,0,0,0,1,4,0,0,"10.1016_j.jmat.2019.12.007__sample_34137, 10.1016_j.jmat.2019.12.007__sample_34138, 10.1016_j.jmat.2019.12.007__sample_34139, 10.1016_j.jmat.2019.12.007__sample_34140, 10.1016_j.jmat.2019.12.007__sample_34141",B,max score=60; samples=5,no,https://doi.org/10.1016/j.jmat.2019.12.007
DOI:10.1016/j.cej.2021.130530,10.1016/j.cej.2021.130530,37413,,,6,6,6,60,,0,0,0,6,0,0,0,"10.1016_j.cej.2021.130530__sample_45903, 10.1016_j.cej.2021.130530__sample_45904, 10.1016_j.cej.2021.130530__sample_45905, 10.1016_j.cej.2021.130530__sample_45906, 10.1016_j.cej.2021.130530__sample_45907, 10.1016_j.cej.2021.130530__sample_45908",B,max score=60; samples=6,no,https://doi.org/10.1016/j.cej.2021.130530
DOI:10.1016/j.jmat.2018.04.001,10.1016/j.jmat.2018.04.001,18749,,,6,6,6,60,,0,0,0,6,0,0,0,"10.1016_j.jmat.2018.04.001__sample_15383, 10.1016_j.jmat.2018.04.001__sample_15384, 10.1016_j.jmat.2018.04.001__sample_15385, 10.1016_j.jmat.2018.04.001__sample_15386, 10.1016_j.jmat.2018.04.001__sample_15387, 10.1016_j.jmat.2018.04.001__sample_15388",B,max score=60; samples=6,no,https://doi.org/10.1016/j.jmat.2018.04.001
DOI:10.1016/j.jmat.2018.02.002,10.1016/j.jmat.2018.02.002,18754,,,6,6,6,60,,0,0,0,6,0,0,0,"10.1016_j.jmat.2018.02.002__sample_10725, 10.1016_j.jmat.2018.02.002__sample_10726, 10.1016_j.jmat.2018.02.002__sample_10727, 10.1016_j.jmat.2018.02.002__sample_10728, 10.1016_j.jmat.2018.02.002__sample_10729, 10.1016_j.jmat.2018.02.002__sample_10730",B,max score=60; samples=6,no,https://doi.org/10.1016/j.jmat.2018.02.002
